Identifier,project_url,general_description,objectives,beneficiaries,status,notes,Keywords Found in general_description,Keywords Found in objectives,Keywords Found in beneficiaries,Keywords Found (Any Column)
P-Z1-AA0-092,https://mapafrica.afdb.org/en/projects/46002-P-Z1-AA0-092,"The project is fully in keeping with the poverty reduction strategies of the four CI countries and is based on the WTO Decision and the WAEMU Competitiveness Improvement Agenda aimed at protecting and raising the incomes of cotton farmers. It will help to protect the incomes of more than 900,000 farmers and benefit a population of close to 10 million persons in the four countries, of which more than half are women. The project which will run for 5 years targets the cotton-growing regions of Benin, Burkina Faso, Mali and Chad. It aims at boosting production through: (i) intensive cotton farming by promoting the use of improved inputs (organic fertilizer, improved seeds, etc.) and good farming practices, (ii) research, (iii) greater access to credits, and (iv) capacitybuilding for sector stakeholders. The main components of the project are: (i) improvement of output and productivity; (ii) support to marketing and artisanal processing; and (iv) project management.",The sector goal of the project is to contribute to rural poverty reduction. Its specific objective is to contribute to protecting and raising the incomes of cotton sector stakeholders by ensuring a sustainable increase in cotton sector productivity.,"The direct beneficiaries of the project shall be cotton seed producers, artisans, women and the youth who make up the vulnerable groups. These producers are farmers whose cotton-farming conditions have so deteriorated over time that they have to sell their food crop surpluses to pay for education, healthcare and household needs. In Chad, cotton is grown by about 138,000 farmers, representing 23,000 farms located in the five prefectures of the sudanian region.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-Z1-AA0-092,['processing'],[],[],['processing']
P-Z1-AA0-093,https://mapafrica.afdb.org/en/projects/46002-P-Z1-AA0-093,"The project is fully in keeping with the poverty reduction strategies of the four CI countries and is based on the WTO Decision and the WAEMU Competitiveness Improvement Agenda aimed at protecting and raising the incomes of cotton farmers. It will help to protect the incomes of more than 900,000 farmers and benefit a population of close to 10 million persons in the four countries, of which more than half are women. The project which will run for 5 years targets the cotton-growing regions of Benin, Burkina Faso, Mali and Chad. It aims at boosting production through: (i) intensive cotton farming by promoting the use of improved inputs (organic fertilizer, improved seeds, etc.) and good farming practices, (ii) research, (iii) greater access to credits, and (iv) capacitybuilding for sector stakeholders. The main components of the project are: (i) improvement of output and productivity; (ii) support to marketing and artisanal processing; and (iv) project management.",The sector goal of the project is to contribute to rural poverty reduction. Its specific objective is to contribute to protecting and raising the incomes of cotton sector stakeholders by ensuring a sustainable increase in cotton sector productivity.,"The direct beneficiaries of the project shall be cotton seed producers, artisans, women and the youth who make up the vulnerable groups. These producers are farmers whose cotton-farming conditions have so deteriorated over time that they have to sell their food crop surpluses to pay for education, healthcare and household needs. In Benin there are about 33,000 cotton farms for about 230,000 farmers.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-Z1-AA0-093,['processing'],[],[],['processing']
P-KE-AAZ-001,https://mapafrica.afdb.org/en/projects/46002-P-KE-AAZ-001,"The Kamira-Oluch Smallholder Farm Improvement Project will develop two irrigation schemes which will improve land productivity and substantially increase smallholder farmers’ average income. It supports Kenya’s current development strategy that focuses on growth and poverty reduction articulated in the ERSWC. The project will focus on agriculture intensification through developing irrigation infrastructure, empowering farmers to own and manage their schemes and improve productivity. It will focus on the following activities: a) Irrigation Scheme Development and Management; b) Marketing and Extension; and c) Project Coordination. The introduction of irrigation will help to increase the yields of the traditional crops and introduce new crops. Irrigation will also enable farmers to produce crops throughout the year, especially in the dry season when prices are high and when the region suffers from food-insecurity. The Project will be implemented over a period of 6 years, starting from September 2006 with a total cost estimated at UA 27.77 million.",The sector goal is to enhance sustainable income levels for the rural households and thus help in alleviating poverty. It is also to improve agricultural production and productivity and the value of produce for poverty reduction and improve rural livelihoods in Kenya. The objectives are to develop sustainable and environmentally friendly smallholder irrigation schemes in the Kimira and Oluch sites and to increase household income and food security through irrigated smallholder agriculture.,"The project will cover two districts of Homa Bay and Rachounyo which have a total of about 400,000 households. Though the irrigation scheme will directly benefit 3,000 households, more than 400,000 households in the two Districts will benefit from the marketing and extension activities. The average household size is 4.8 persons. About 66% of the households have 4 members or more and about 40% of the households are female-headed out of which 30% will fully participate in Project activities though they rarely inherit land.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-KE-AAZ-001,['smallholder'],['smallholder'],[],['smallholder']
P-Z1-AAE-009,https://mapafrica.afdb.org/en/projects/46002-P-Z1-AAE-009,"The project aims at developing endemic ruminant livestock farming in semi-wetlands of four countries of West Africa (Gambia, Guinea, Mali and Senegal). Its implementation will help preserve the biodiversity of endemic ruminant livestock, remove obstacles impeding their sustainable management and develop the huge potential in the area of livestock breeding in semi-humid areas in West Africa. The project will build the capacities of all stakeholders of the sector, notably mixed farmers, women’s and youth associations, rural communities and government services responsible for research and development. It will allow for the training of 15,050 mixed farmers, including 8,000 women, in animal feeding, reproduction and management as well as the improvement of natural resource management methods. The project will strengthen rural and pastoral infrastructure (160 km of roads improved, 24 water points built, etc.) to provide better access to services and markets. Farmers and stockbreeders will be prepared to sustainably manage endemic ruminants and implement community-based natural-resource-management initiatives. Sustainable natural resource management methods will be adopted and implemented by the communities.",The sector goal is to contribute to the strengthening of food security and poverty reduction in West Africa. The project objective is to preserve the biodiversity of endemic ruminant livestock and improve their productivity.,"The prime beneficiaries of the project will be the communities of stockbreeders living in the selected sites whose population, according to estimates made by the countries during the project preparation phase, is 2 314 420. This population is very unevenly distributed between the 240 localities in the four countries concerned because the sites vary in size and population density. The beneficiaries are concentrated mainly in Guinea (1 728 775 inhabitants for an area of 76 450 km²) and to a lesser extent in Mali (152 660 inhabitants for an area of 10 520 km²). The Gambia and Senegal total only 5.5% of the beneficiaries. The majority of the project beneficiaries are small low-income village producers who rather than breaking down their activities choose to view their actions from a broader perspective which takes into account the available assets and constraints faced.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-Z1-AAE-009,"['breeding', 'livestock', 'pastoral', 'reproduction', 'ruminant']","['livestock', 'ruminant']",[],"['breeding', 'livestock', 'pastoral', 'reproduction', 'ruminant']"
P-Z1-AAE-010,https://mapafrica.afdb.org/en/projects/46002-P-Z1-AAE-010,,"L'objectif global  du projet est d'assurer, à travers une conservation in-situ communautaire, l'existence continue du bétail endémique ruminant dans quatre pays d'Afrique de l'Ouest, avec en vue de sauvegarder les traits génétiques uniques de ces espèces et d'accroître leurs contributions au développement durable, à la réduction de la pauvreté et la sécurité alimentaire dans la sous-région.",,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-Z1-AAE-010,[],['ruminant'],[],['ruminant']
P-Z1-AAG-049,https://mapafrica.afdb.org/en/projects/46002-P-Z1-AAG-049,"An up to USD 100Mn 2-year corporate loan (the “Loan” or the “Facility”) to Sucres & Denrées SA (“Sucden SA”; the “Company”; or the “Borrower”) to finance cocoa exports through the Company’s network of cooperatives, aggregators and suppliers in Cameroon, Ghana and Nigeria (the “Project”). The Facility will be primarily used for export financing, then secondarily value chain development, focused on improving sustainable practices in the cocoa value chain and supporting farming families and communities. The transaction will support Sucden SA’s suppliers along the cocoa bean value chain development, logistics and time-to-client, hence securing a more efficient supply chain. The Facility will allow the Bank to reach local suppliers for financing as well as capacity building, and thus support the smallholder farmers. The project contributes to climate finance, with 50 million USD of the total approved amount dedicated to adaptation.","The implementation of this project is expected to generate strong development outcomes across multiple levels, drawing on the Company’s track record of building capacity and providing support to smallholder farmers, co-operatives and aggregators across the cocoa value chain encompassing: i) Household benefits; ii) Increased incomes of smallholder farmers;iii) Governance and fiscal effects; andiv) Private sector demonstration effects.","The Bank’s financing will enable Sucden SA to deepen its financial investments to the cocoa sector in Cameroon, Ghana and Nigeria. This investment will increase financing to the agriculture sector for which local banks tend to have limited appetite, thereby creating financing gaps that commodity traders such as Sucden SA play an important role to fill. The Bank’s capacity to provide a 2-year facility to enable Sucden SA finance its cocoa operations is an important component of our additionality. These investments will boost the internal management systems of Sucden SA’s suppliers to allow them to be compliant with new global regulations on cocoa exports, including the European Union Deforestation Regulation (“EU DR”). Investment will specifically focus on strengthening  data  collection,  analysis,  interpretation,  and  storage  systems  with  regards  to geographical data of cocoa farms and data on child labor.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-Z1-AAG-049,['smallholder'],['smallholder'],[],['smallholder']
P-Z1-AAG-058,https://mapafrica.afdb.org/en/projects/46002-P-Z1-AAG-058,"An up to USD 100Mn 2-year corporate loan (the “Loan” or the “Facility”) to Sucres & Denrées SA (“Sucden SA”; the “Company”; or the “Borrower”) to finance cocoa exports through the Company’s network of cooperatives, aggregators and suppliers in Cameroon, Ghana and Nigeria (the “Project”). The Facility will be primarily used for export financing, then secondarily value chain development, focused on improving sustainable practices in the cocoa value chain and supporting farming families and communities. The transaction will support Sucden SA’s suppliers along the cocoa bean value chain development, logistics and time-to-client, hence securing a more efficient supply chain. The Facility will allow the Bank to reach local suppliers for financing as well as capacity building, and thus support the smallholder farmers. The project contributes to climate finance, with 50 million USD of the total approved amount dedicated to adaptation.","The implementation of this project is expected to generate strong development outcomes across multiple levels, drawing on the Company’s track record of building capacity and providing support to smallholder farmers, co-operatives and aggregators across the cocoa value chain encompassing: i) Household benefits; ii) Increased incomes of smallholder farmers; iii) Governance and fiscal effects; and iv) Private sector demonstration effects.","The Bank’s financing will enable Sucden SA to deepen its financial investments to the cocoa sector in Cameroon, Ghana and Nigeria. This investment will increase financing to the agriculture sector for which local banks tend to have limited appetite, thereby creating financing gaps that commodity traders such as Sucden SA play an important role to fill. The Bank’s capacity to provide a 2-year facility to enable Sucden SA finance its cocoa operations is an important component of our additionality. These investments will boost the internal management systems of Sucden SA’s suppliers to allow them to be compliant with new global regulations on cocoa exports, including the European Union Deforestation Regulation (“EU DR”). Investment will specifically focus on strengthening data collection, analysis, interpretation, and storage systems with regards to geographical data of cocoa farms and data on child labor.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-Z1-AAG-058,['smallholder'],['smallholder'],[],['smallholder']
P-AO-A00-001,https://mapafrica.afdb.org/en/projects/46002-P-AO-A00-001,"The Bom Jesus-Calenga Smallholder Agricultural Development Project (BJCSADP) seeks support for subsistence farming in order to help meet food requirements of urban and rural poor, reduce malnutrition, and provide employment for unskilled labour. The project comprises two project sites: the Bom Jesus small-scale irrigation and the Calenga rain-fed development. Its implementation will be focused on (i) Rural Infrastructure Development consisting of irrigation, roads, water and health infrastructure, (ii) Agricultural Development; (iii) Capacity Building. This will ensure food security for most of the rural population, and will spread the benefits more evenly. The project will also serve as coherent framework for the self-promotion of rural actors, land security for farmers in Bom Jesus site and the conservation of natural resource. Group formation and training will facilitate technology adoption, access to inputs and marketing. The project will be implemented over a period of five years with a total cost estimated at UA 19,776 million.","The sector goal is to contribute towards enhanced food security, incomes and rural poverty reduction. The Project specific objective is to increase in a sustainable manner the agricultural production and incomes of smallholder farmers in the two project sites.","The project’s target beneficiaries are smallholder farmers including both men and women. The women constitute about 23% of the farming communities and are the prime beneficiaries. The project will directly benefit about 11,000 households (55,000 individuals) and create 75,000 seasonal jobs. About 545 farmers’ groups will be created and or strengthened and about 11,000 individual farmers will be trained by the project. Over 50% of the farmers trained will be women. The project will lead to a substantial increase in agriculture production and contribute to poverty alleviation as well as improve food security at household level.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-AO-A00-001,['smallholder'],['smallholder'],['smallholder'],['smallholder']
P-ML-AAE-004,https://mapafrica.afdb.org/en/projects/46002-P-ML-AAE-004,"The Animal Productions Development Project in the south Kayes area will contribute to bolster efforts at addressing the different shortcomings, promoting intensive livestock rearing systems adapted to the context of the intervention area and combating rural poverty, by focusing on vulnerable groups, especially women and youth. The project, which will be implemented over a six-year period, concerns the agropastoral area of South-Kayes (Kenieba, Bafoulabe, Kita circles and the southern part of the Kayes circle). The implementation of the project will contribute to the development of animal production (cattle, sheep/goats, poultry) through health coverage, enhanced advisory support and an improvement of traditional livestock systems. It will also ensure a better management of agro-silvopastoral space, in particular transhumance routes, through the development of infrastructure and the putting in place of consultative mechanisms. The main components of the project are: (A) improvement of the animal production system, (B) production and marketing infrastructure, and (C) project management. The total cost of the project excluding taxes and customs duties is estimated at CFAF 14.2 billion, equivalent to UA 18.92 million.","The sector goal of the project is to contribute to increasing food security and poverty alleviation. The specific objective is to contribute to increasing in a sustainable manner, animal production and the incomes of agro-stock breeders in the South-Kayes area.","In general, over 54,000 farms, 10,300 of which are owned by women, will benefit from the project, representing an estimated population of 570,000 persons. The additional production generated annually by the project will amount to 1,700 tonnes of meat and 2 million litres of milk.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-ML-AAE-004,"['cattle', 'goats', 'livestock', 'poultry', 'sheep', 'silvopastoral']",[],"['meat', 'milk']","['cattle', 'goats', 'livestock', 'meat', 'milk', 'poultry', 'sheep', 'silvopastoral']"
P-ST-AA0-004,https://mapafrica.afdb.org/en/projects/46002-P-ST-AA0-004,"The Infrastructure Rehabilitation for Food Security Support Project (PRIASA), which is scheduled to last four years and cost UA 5.26 million, covers the two islands of Sao Tome and Principe. PRIASA draws on the priorities of the NPRS and the interim CSP, by targeting specifically food security through infrastructure development. By rehabilitating or setting up a number of key infrastructure using the participatory approach, and building the capacity of stakeholders, the project will not only boost food production but also contribute to improving the living conditions of the population, especially in terms of opening up isolated areas, nutrition, human health and social organisation. The main expected outcomes are: (i) upgrading the main artisanal fisheries landing sites (Sao Paolo, Neves, Sto Antonio de Principe, Santana); (ii) rehabilitation, equipping and training of staff of the fishery product quality control laboratory; (iii) upgrading the Sao Tome fish market to required standards; (iv) rehabilitation works on 27 km of feeder roads; (v) rehabilitation and extension of 10 irrigation systems; (vi) construction of 6 stores, 12 nursery sheds and 11 solar dryers,;(vii) establishment of six agricultural processing units; (viii) rehabilitation, equipment and training support for the Agricultural Technology Training Centre (CATAP) and the Agricultural Research and Technology Centre (CIAT); (ix) awareness raising and support in the structuring and formation of associations and EIGs; and (x) establishment of a fisheries monitoring, control and surveillance system.","The project sector goal consists in improving food security in STP and to poverty reduction. The project objective is to improve the availability of agricultural and fishery products, through the rehabilitation of agricultural, rural and artisanal fishery infrastructure.","Overall, more than 13,000 people, more than half of whom are women, will benefit directly from the project outcomes. By the end of the project, an additional production of 4,000 tonnes of fish and 3,400 tonnes of food and horticultural products is expected.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-ST-AA0-004,['processing'],[],[],['processing']
P-CI-AAE-004,https://mapafrica.afdb.org/en/projects/46002-P-CI-AAE-004,"The present project supports the efforts of the Government of Côte d'Ivoire and other donors to strengthen the national control and care system Avian Influenza. It aims to support the implementation of urgent measures to combat and prevent this epizootic which is a serious threat for the national economy as well as for the entire sub-region of West Africa. The operation specifically targets two mutually complementary components, namely: improving animal health and public health by: (i) strengthening the diagnostic capacity of Avian Influenza through the upgrading of the Bouaké Regional Laboratory of the National Laboratory for Agricultural Development Support (LANADA) and the training of the managers and technicians working there; (ii) improvement of hygienic conditions for poultry killings in 10 markets (sanitation of the main slaughterhouses, acquisition of equipment, disinfection consumables, incineration and landfill equipment, training of poultry industry stakeholders in hygiene matters, farm biosecurity, markets and transport of poultry and poultry products and good practices to be observed in markets to contain the risks of propagation of the avian influenza virus and prevent its transmission to humans).","The sectoral objective is to contribute to the efforts of the Government of Côte d'Ivoire, its partners and the Poultry Interprofession to prevent and minimize the risks of re-emergence and spread of Avian Influenza in Côte d'Ivoire, for improving food and nutritional security, preserving public health and safeguarding the national poultry industry.","The main beneficiaries are: the Ivorian Government, through the National Laboratory for Agricultural Development Support (LANADA) and animal health and human health managers and technicians; the main slaughterhouses (markets), the actors in the poultry sector and the populations of Côte d'Ivoire in general.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-CI-AAE-004,"['animal health', 'biosecurity', 'poultry']",['poultry'],"['animal health', 'poultry']","['animal health', 'biosecurity', 'poultry']"
