Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Keywords Found in Project Name,Keywords Found in Project Description,Keywords Found in Implementing Agency,Keywords Found (Any Column)
P180033,Latin America and Caribbean,Caribbean Republic,,P180033 Latin America and Caribbean Republic of Colombia Colombia Green,"P180033 Latin America and Caribbean Republic of Colombia Colombia Green and Resilient DPOThe development objective is to accelerate climate action by (i) advancing the low-carbon energy transition; (ii) promoting sustainable land use; and (iii) building resilience and adaptation to climate change.Ministry of Finance and Public Credit,National Planning Department,Ministry of Finance and Public Credit,National Planning Departmenthttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P18003 3 October 6, 2022 December 19, 2022 December 22, 2022 December 31, 2023 BANK APPROVED I 1000000000 0 0Republic of Colombia, Republic of Colombia January 16, 2024",Ministry of Finance and Public Credit,,,,,,,,,,,[],['resilience'],[],['resilience']
P179981,,Islamic Republic,,"P179981Middle East, North Africa, Afghanistan, and Pakistan Islamic Republic of","P179981Middle East, North Africa, Afghanistan, and Pakistan Islamic Republic of Pakistan Sindh Flood Emergency Rehabilitation ProjectThe project development objectives are to: (a) rehabilitate damaged infrastructure and provide short-term livelihood opportunities in selected areas of Sindh province affected by the 2022 floods; and (b) strengthen the Government of Sindh's capacity to respond to the impacts of climate change and natural hazards.Province of Sindh, Planning and Development Department, Province of Sindh, Irrigation Department Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17998 1 November 11, 2022 December 19, 2022 January 10, 2023 June 30, 2028 BANK APPROVED I 0 500000000 0Islamic Republic of Pakistan Substantial December 13, 2023",,,,,,,,,,,,[],[],[],[]
P175249,Western and Central Africa,Africa Republic,,P175249 Western and Central Africa Republic of Cameroon Cameroon First,"P175249 Western and Central Africa Republic of Cameroon Cameroon First Fiscal, Inclusive and Sustainable Growth DPFThe development objective is to: (i) improve fiscal sustainability, governance, and public sector management; (ii) strengthen human capital, and women’s economic empowerment; and (iii) lay the foundations for sustainable infrastructure development. Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17524 9 December 7, 2021 December 19, 2022 December 23, 2022 June 30, 2023 BANK APPROVED I 0 100000000 0Republic of Cameroon August 31, 2023",Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17524 9 December 7,,,,,,,,,,,[],[],[],[]
P167596,,Islamic Republic,,"P167596Middle East, North Africa, Afghanistan, and Pakistan Islamic Republic of","P167596Middle East, North Africa, Afghanistan, and Pakistan Islamic Republic of Pakistan Sindh Water and Agriculture Transformation Project (SWAT)To increase agricultural water productivity in Selected Farmers' Organization command areas, improve integrated water resources management, and contribute to restoring crop production by small and medium-sized farmers affected by the 2022 floods. Province of Sindh Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16759 6 June 17, 2021 December 19, 2022 January 10, 2023 December 31, 2028 BANK APPROVED I 0 292000000 0Islamic Republic of Pakistan A January 11, 2024",,,,,,,,,,,,[],[],[],[]
P178209,Eastern and Southern Africa,Africa Republic,,P178209 Eastern and Southern Africa Republic of SeychellesSEYCHELLES SECOND FISCAL,"P178209 Eastern and Southern Africa Republic of SeychellesSEYCHELLES SECOND FISCAL SUSTAINABILITY AND CLIMATE RESILIENCE DEVELOPMENT POLICY LOANThe Program Development Objectives are to support the government’s effort to: (i) strengthen medium-term fiscal sustainability; (ii) build resilience and (iii) strengthen policies for inclusive and sustainable growth MINISTRY OF FINANCE, NATIONAL PLANNING, AND TRADEhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17820 9 July 26, 2022 December 20, 2022 December 23, 2022 March 15, 2024 BANK APPROVED I 25000000 0 0The Republic of Seychelles December 17, 2023",,,,,,,,,,,,[],['resilience'],[],['resilience']
P178156,Eastern and Southern Africa,United Republic,,P178156 Eastern and Southern Africa United Republic of TanzaniaTanzania First,"P178156 Eastern and Southern Africa United Republic of TanzaniaTanzania First Inclusive and Resilient Growth Development Policy FinancingThe objective of the proposed development policy operation series is to support Tanzania's inclusive and resilient recovery and growth by supporting reforms to improve the environment for private sector growth and jobs creation, strengthen public sector efficiency and transparency, and build resilience. Ministry of Finance and Planninghttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17815 6 August 11, 2022 December 20, 2022 December 21, 2022 December 31, 2023 BANK APPROVED I 0 500000000 0The United Republic of Tanzania August 17, 2023",Ministry of Finance and Planninghttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17815 6 August 11,,,,,,,,,,,[],"['efficiency', 'resilience']",[],"['efficiency', 'resilience']"
P179851,Europe and Central Asia,Asia Republic,,P179851 Europe and Central Asia Republic of TajikistanTajikistan Strengthening Resilience,"P179851 Europe and Central Asia Republic of TajikistanTajikistan Strengthening Resilience of the Agriculture Sector Project Additional FinancingTo strengthen the foundations for a more resilient agricultural sector and support emergency interventions to address food and nutrition security in Tajikistan Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17985 1 November 17, 2022 December 22, 2022 June 30, 2027 BANK APPROVED I 0 50000000 0Republic of Tajikistan November 16, 2023",Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17985 1 November 17,,,,,,,,,,,['resilience'],['resilience'],[],['resilience']
P179359,Western and Central Africa,Africa Republic,,P179359 Western and Central Africa Republic of Liberia Liberia Rural,"P179359 Western and Central Africa Republic of Liberia Liberia Rural Economic Transformation Project Additional FinancingTo improve productivity and market access for small holder farmers and agri-enterprises for selected value chains in project participating counties. Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17935 9 December 7, 2022 December 22, 2022 June 30, 2029 BANK APPROVED I 0 30000000 0Ministry of Agriculture, Republic of Liberia February 4, 2024 - Specific date range: 01/01/2015-12/31/2025 - Sector: Agro-industry; FY17 - Agricultural Extension, Research, and Other Support Activities; FY17 - Agricultural markets, commercialization and agri-business; FY17 - Other Agriculture, Fishing and Forestry; FY17 - Crops; FY17 - Fisheries; FY17 - Public Administration - Agriculture, Fishing & Forestry; FY17 - Forestry; Forestry; FY17 - Livestock; Livestock 5. Dowload Project Id Region Country Project Status Project Name Project Development Objective Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD, IDA and GRANT Commitm ent $USGrant Amount $USBorrower Lending Instrumen tEnvironme ntal Assessme nt CategoryEnvironme ntal and Social RiskSector 1 Sector 2 Sector 3 Last Update DateIs it livestock related? Does it Include Necesary Documents Summary",Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17935 9 December 7,,,,,,,,,,,[],"['livestock', 'market']",[],"['livestock', 'market']"
P173296,Eastern and Southern Africa,Africa Republic,,P173296 Eastern and Southern Africa Republic of Uganda Uganda Climate,"P173296 Eastern and Southern Africa Republic of Uganda Uganda Climate Smart Agricultural Transformation ProjectTo increase productivity, market access and resilience of select value chains in the project area and to respond promptly and effectively to an eligible crisis or emergency. Ministry of Agriculture Animal Industry and Fisheries Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17329 6 September 16, 2022 December 22, 2022 June 25, 2024 December 31, 2028 BANK APPROVED I 0 350000000 0The Republic of Uganda High December 11, 2023",Ministry of Agriculture Animal Industry and Fisheries Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17329 6 September 16,,,,,,,,,,,[],"['animal', 'market', 'resilience']",['animal'],"['animal', 'market', 'resilience']"
P179112,Latin America and Caribbean,,,P179112 Latin America and Caribbean Barbados Barbados Green and Resilient,"P179112 Latin America and Caribbean Barbados Barbados Green and Resilient Recovery DPLThe Development Objective of this operation is to support the Government of Barbados’s strategic reforms to promote low carbon economic development and resilience to the deepening global crises, including climate change. Ministry of Finance, Economic Affairs and Investmenthttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17911 2 November 2, 2022 January 10, 2023 March 3, 2023 March 30, 2024 BANK APPROVED I 100000000 0 0Barbados April 30, 2023",Ministry of Finance,,,,,,,,,,,[],['resilience'],[],['resilience']
P179612,,,,"P179612Middle East, North Africa, Afghanistan, and Pakistan Kingdom of MoroccoAccelerating","P179612Middle East, North Africa, Afghanistan, and Pakistan Kingdom of MoroccoAccelerating Blue Economy Development in the Kingdom of MoroccoTo inform collaborative policy development for the blue economy and integrate climate actions into coastal tourism and fisheries management in Targeted Areas. Ministry of Economy and Finance Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17961 2 October 18, 2022 January 27, 2023 February 21, 2023 July 31, 2027 BANK APPROVED G 5000000Ministry of Economy and Finance Moderate April 17, 2024",Ministry of Economy and Finance Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17961 2 October 18,,,,,,,,,,,[],[],[],[]
P151294,Eastern and Southern Africa,Democratic Republic,,P151294 Eastern and Southern AfricaFederal Democratic Republic of Ethiopia Oromia,"P151294 Eastern and Southern AfricaFederal Democratic Republic of Ethiopia Oromia Forested Landscape Program – Emission Reduction ProjectThe project will generate measured, reported and verified Emissions Reductions (ER) from reduced deforestation, forest degradation, enhancement of forest carbon stocks (REDD+), agriculture and other land use sectors that meet the GHG accounting requirements of the BioCF ISFL in the Oromia State and will distribute ER payments in accordance with an agreed benefit sharing plan. Ethiopian Forestry Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15129 4 October 23, 2014 February 2, 2023 February 9, 2023 December 31, 2028 BANK APPROVED G 16950000Federal Democratic Republic of Ethiopia Substantial December 7, 2023",,,,,,,,,,,,[],['deforestation'],[],['deforestation']
P179799,Latin America and Caribbean,Caribbean Republic,,P179799 Latin America and Caribbean Republic of HaitiHaiti Emergency Resilient,"P179799 Latin America and Caribbean Republic of HaitiHaiti Emergency Resilient Agriculture for Food Security Project - Additional FinancingThe Project Development Objective (PDOs) is to support project beneficiaries’ access to nutritious food and increase climate- and nutrition-smart agricultural production, including in earthquake-affected areas.Ministry of Agriculture, Natural Resources and Rural Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17979 9 December 2, 2022 February 6, 2023 February 26, 2027 BANK APPROVED I 0 50000000 0Ministry of Economy and Finance April 9, 2023",Ministry of Agriculture,,,,,,,,,,,[],[],[],[]
P179274,Western and Central Africa,Africa Republic,,P179274 Western and Central Africa Republic of Cabo Verde Cabo,"P179274 Western and Central Africa Republic of Cabo Verde Cabo Verde Resilient Tourism and Blue Economy Development AFTo increase diversity and resiliency in the tourism offering and small and medium enterprise (SME) participation in tourism-related value chains in targeted destinations.Ministry of Tourism and Transports,Ministry of Finance and Business Development,Ministry of Culture and Creative Industries and Ministry of the Sea,Ministry of Infrastructure,Territorial Planning and Housing TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17927 4 January 26, 2023 March 10, 2023 June 30, 2028 BANK APPROVED I 0 10000000 0Republic of Cabo Verde July 13, 2023",Ministry of Tourism and Transports,,,,,,,,,,,[],[],[],[]
P178715,Europe and Central Asia,Asia Republic,,P178715 Europe and Central Asia Republic of Albania Climate Resilience,"P178715 Europe and Central Asia Republic of Albania Climate Resilience and Agriculture Development ProjectThe Project Development Objective is to increase competitiveness and climate resilience of priority agri-food value chains. Ministry of Agriculture and Rural Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17871 5 June 4, 2022 March 16, 2023 February 15, 2024 September 30, 2028 BANK APPROVED I 70000000 0 0Republic of Albania Moderate June 25, 2023",Ministry of Agriculture and Rural Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17871 5 June 4,,,,,,,,,,,['resilience'],['resilience'],[],['resilience']
P177786,Western and Central Africa,Africa Republic,,P177786 Western and Central Africa Republic of Congo Climate-Resilient and,"P177786 Western and Central Africa Republic of Congo Climate-Resilient and Inclusive Livelihoods Project (ProClimat Congo)The Project Development Objective (PDO) is to strengthen landscape management, increase the use of improved livelihood activities, reduce food insecurity, and respond to crisis in targeted communities.Republic of Congo - Ministry of Planning, Statistics, and Regional Integration Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17778 6 April 18, 2022 March 23, 2023 October 13, 2023 May 31, 2028 BANK APPROVED I 70000000 0 12000000Republic of Congo Substantial March 31, 2024",Ministry of Planning,,,,,,,,,,,[],[],[],[]
P176989,,Republic of China,,P176989 East Asia and Pacific People's Republic of China China,"P176989 East Asia and Pacific People's Republic of China China Plastic Waste Reduction Project (Shaanxi)To reduce plastic pollution from municipal solid waste in selected under-served rural areas of Shaanxi Province, improve provincial plastic waste management, and draw lessons on plastic waste management relevant at the national level. Provincial Development and Reform Commission Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17698 9 May 26, 2022 March 23, 2023 February 19, 2024 December 31, 2029 BANK APPROVED I 250000000 0 0People's Republic of China High February 19, 2024",,,,,,,,,,,,[],['waste'],[],['waste']
P173391,,Pacific Republic,,P173391 East Asia and Pacific Republic of Indonesia Oceans for,"P173391 East Asia and Pacific Republic of Indonesia Oceans for Prosperity Project - LAUTRATo enhance the sustainable management of select marine protected areas and coral reef fisheries, and improve access to economic opportunities for local communities in target areas.Ministry of Marine Affairs and Fisheries,Ministry of National Development Planning (Bappenas) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17339 1 May 8, 2020 March 23, 2023 May 17, 2023 March 31, 2028 BANK APPROVED I 200000000 0 10000000Republic of Indonesia Substantial May 28, 2023",Ministry of Marine Affairs and Fisheries,,,,,,,,,,,[],[],[],[]
P178838,Western and Central Africa,Africa Republic,,P178838 Western and Central Africa Republic of Benin Additional Financing,"P178838 Western and Central Africa Republic of Benin Additional Financing for the Gazetted Forests Management ProjectTo improve the integrated management of targeted Gazetted Forests, to increase access of the main consumption cities to fuelwood produced sustainably, and to strengthen selected non-timber forest product value chains for forest-dependent communities Ministry of Environment and Sustainable Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17883 8 January 27, 2023 March 24, 2023 November 30, 2026 BANK APPROVED I 0 30000000 0Ministry of Economy of the Republic of Benin B June 4, 2024",Ministry of Environment and Sustainable Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17883 8 January 27,,,,,,,,,,,[],[],[],[]
P177823,Latin America and Caribbean,Dominican Republic,,P177823 Latin America and Caribbean Dominican Republic Dominican Republic Water,"P177823 Latin America and Caribbean Dominican Republic Dominican Republic Water Sector Modernization ProgramThe objectives of the Operation are to: (i) improve the planning capacity and operational and commercial efficiency of selected water supply and sanitation institutions; and (ii) increase access to safely managed water and sanitation services in selected water stressed areas.Ministry of Economy, Planning, and Development (MEPyD), National Institute for Hydraulic Resources (INDRHI),La Vega Water and Sewerage Corporation (CORAAVEGA),National Water and Sewerage Institute (INAPA),Santiago Water and Sewerage Corporation (CORAASAN) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17782 3 June 1, 2022 March 24, 2023 May 30, 2024 December 31, 2027 BANK APPROVED I 250000000 0 0Dominican Republic Moderate June 26, 2024",Ministry of Economy,,,,,,,,,,,[],['efficiency'],[],['efficiency']
P177797,Europe and Central Asia,,,P177797 Europe and Central Asia Georgia First Green and Resilient,"P177797 Europe and Central Asia Georgia First Green and Resilient Georgia Development Policy OperationTo support Georgia in greening economic activity, mitigating fiscal risks, and building the institutional capacity for better access to land, water, and financial services.National Agency of Public Registry,Ministry of Economy and Sustainable Development,Ministry of Environmental Protection and Agriculture,Ministry of Finance,Georgian National Energy and Water Supply Regulatory Commission, National Bank of Georgia,Ministry of Environmental Protection and Agriculture of Georgiahttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17779 7 January 9, 2023 March 24, 2023 June 28, 2023 March 31, 2024 BANK APPROVED I 50000000 0 0Georgia February 26, 2024",Ministry of Economy and Sustainable Development,,,,,,,,,,,[],[],[],[]
P175629,Europe and Central Asia,,,"P175629 Europe and Central Asia Georgia Georgia Resilient Agriculture, Irrigation,","P175629 Europe and Central Asia Georgia Georgia Resilient Agriculture, Irrigation, and Land ProjectThe Project Development Objective (PDO) is to: (a) improve irrigation, and drainage services, and agricultural production in project areas; and (b) strengthen national irrigation and land management institutional capacity for climate resilient planning.National Agency of Public Registry,Ministry of Environmental Protection and Agriculture,National Agency of Public Registry,Ministry of Environmental Protection and Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17562 9 January 26, 2022 March 24, 2023 July 21, 2023 September 30, 2029 BANK APPROVED I 75000000 0 0Georgia, Georgia Substantial January 15, 2024",Ministry of Environmental Protection and Agriculture,,,,,,,,,,,[],[],[],[]
P179141,Eastern and Southern Africa,Republic of Congo,,P179141 Eastern and Southern AfricaDemocratic Republic of the CongoSecond DRC,"P179141 Eastern and Southern AfricaDemocratic Republic of the CongoSecond DRC Foundational Economic Governance Reforms Development Policy FinancingSupporting the Government's program of reforms to address DRC's key governance challenges in public finances, market opening, and forestry, in order to accelerate inclusive and climate resilient development. Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17914 1 September 30, 2022 March 28, 2023 June 29, 2023 June 30, 2024 BANK APPROVED I 0 500000000 0Democratic Republic of Congo April 19, 2023",Ministry of Financehttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17914 1 September 30,,,,,,,,,,,[],['market'],[],['market']
P178362,Western and Central Africa,Africa Republic,,P178362 Western and Central Africa Republic of Cote d'Ivoire Cote,"P178362 Western and Central Africa Republic of Cote d'Ivoire Cote d’Ivoire Inclusive Connectivity and Rural Infrastructure ProjectThe Project Development Objectives (PDO) are: (i) to provide inclusive and climate- resilient rural road connectivity in selected underserved regions of Côte d'Ivoire (CIV); and (ii) to improve the climate resilience of rail freight services along the Abidjan– Ouagadougou corridor.Coordination Unit for Infrastructure Projects in Côte d’ Ivoire (CC-PRICI),Société Ivoirienne du Patrimoine Ferroviaire (SIPF) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17836 2 December 22, 2021 March 28, 2023 August 25, 2023 June 30, 2029 BANK APPROVED O 0 300000000 200000000THE REPUBLIC OF COTE D'IVOIRE Substantial June 16, 2023",,,,,,,,,,,,[],['resilience'],[],['resilience']
P179786,Europe and Central Asia,,,P179786 Europe and Central Asia Romania Romania Rural Pollution Prevention,"P179786 Europe and Central Asia Romania Romania Rural Pollution Prevention and Reduction Project (RAPID)The Project Development Objective is to strengthen the institutional capacity of selected public entities to monitor pollution from agriculture, and to transfer knowledge on agricultural pollution reduction for adoption by participating farmers. Ministry of Environment, Waters and Forests TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17978 6 October 17, 2022 March 30, 2023 December 13, 2023 June 30, 2028 BANK APPROVED I 63600000 0 0Ministry of Finance Moderate February 6, 2024",Ministry of Environment,,,,,,,,,,,[],[],[],[]
P175269,Eastern and Southern Africa,Africa Republic,,P175269 Eastern and Southern Africa Republic of Madagascar Rural Livelihoods,"P175269 Eastern and Southern Africa Republic of Madagascar Rural Livelihoods Productivity and Resilience ProjectTo increase productivity and strengthen resilience of rural livelihoods in Targeted Areas in Madagascar. Ministry of Agriculture and Livestock (MinAE) TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17526 9 February 18, 2021 March 30, 2023 October 5, 2023 December 29, 2028 BANK APPROVED O 0 200000000 25000000Republic of Madagascar Substantial June 25, 2023 - Specific date range: 01/01/2015-12/31/2025 - Sector: Agro-industry; FY17 - Agricultural Extension, Research, and Other Support Activities; FY17 - Agricultural markets, commercialization and agri-business; FY17 - Other Agriculture, Fishing and Forestry; FY17 - Crops; FY17 - Fisheries; FY17 - Public Administration - Agriculture, Fishing & Forestry; FY17 - Forestry; Forestry; FY17 - Livestock; Livestock 5. Dowload Project Id Region Country Project Status Project Name Project Development Objective Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD, IDA and GRANT Commitm ent $USGrant Amount $USBorrower Lending Instrumen tEnvironme ntal Assessme nt CategoryEnvironme ntal and Social RiskSector 1 Sector 2 Sector 3 Last Update DateIs it livestock related? Does it Include Necesary Documents Summary",Ministry of Agriculture and Livestock (MinAE) TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17526 9 February 18,,,,,,,,,,,[],"['livestock', 'resilience']",['livestock'],"['livestock', 'resilience']"
P167595,,Socialist Republic,,P167595 East Asia and Pacific Socialist Republic of Viet Nam,"P167595 East Asia and Pacific Socialist Republic of Viet Nam Transforming the Mekong Delta GCF Program for VietnamThe project development objective (PDO) is to scale up the transition of small-holder farmers to climate resilient livelihoods and strengthen their participation in flood-based value chains in select areas of the upper Mekong Delta in Vietnam. This Project is part of the overall Mekong Program for Vietnam and Cambodia. Ministry of Agriculture and Rural Development (MARD)https: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16759 5 March 21, 2019 March 30, 2023 CONCEPT REVIEW G 40000000Government of Vietnam Substantial December 19, 2024",Ministry of Agriculture and Rural Development (MARD)https: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16759 5 March 21,,,,,,,,,,,[],[],[],[]
P177825,Europe and Central Asia,Asia Republic,,P177825 Europe and Central Asia Republic of Uzbekistan Second Livestock,"P177825 Europe and Central Asia Republic of Uzbekistan Second Livestock Sector Development ProjectThe Project Development Objective (PDO) is to support the development of a productive, market-oriented, sustainable and inclusive livestock subsector in Uzbekistan. Committee of Veterinary and Livestock Development Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17782 5 November 30, 2021 April 20, 2023 August 30, 2023 December 31, 2028 BANK APPROVED I 90000000 150000000 0Republic of Uzbekistan Substantial January 23, 2024",,,,,,,,,,,,['livestock'],"['livestock', 'market']",[],"['livestock', 'market']"
P176374,South Asia,Republic of Bangladesh,,P176374 South Asia People's Republic of BangladeshProgram on Agricultural and,"P176374 South Asia People's Republic of BangladeshProgram on Agricultural and Rural Transformation for Nutrition, Entrepreneurship, and Resilience in Bangladesh(PARTNER)The Program Development Objective (PDO) is to promote diversification, food safety, entrepreneurship, and climate resilience in the agri-food systems of Bangladesh.Department of Agricultural Marketing,Bangladesh Agricultural Research Institute,Bangladesh Rice Research Institute,Department of Agricultural Extension,Barind Multipurpose Development Authority,Bangladesh Agricultural Research Council,Bangladesh Agricultural Development Corporation,Ministry of Agriculture Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17637 4 June 18, 2021 April 27, 2023 June 22, 2023 December 31, 2028 BANK APPROVED I 0 500000000 43000000People's Republic of Bangladesh March 25, 2024",Ministry of Agriculture Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17637 4 June 18,,,,,,,,,,,[],['resilience'],[],['resilience']
P178907,,Republic of China,,P178907 East Asia and Pacific People's Republic of ChinaChina Green,"P178907 East Asia and Pacific People's Republic of ChinaChina Green Agricultural and Rural Revitalization Program for Results (Hubei and Hunan)To enhance adoption of environmentally-sustainable agricultural and rural infrastructure development practices in selected areas of Hubei and Hunan.Hunan Provincial Department of Agriculture and Rural Affairs,Hubei Provincial Rural Revitalization Administrationhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17890 7 June 28, 2022 April 28, 2023 June 10, 2025 June 29, 2029 BANK APPROVED I 345000000 0 0People's Republic of China April 17, 2024",Department of Agriculture and Rural Affairs,,,,,,,,,,,[],[],[],[]
P178598,Western and Central Africa,,,P178598 Western and Central Africa Burkina Faso Burkina Faso Livestock,"P178598 Western and Central Africa Burkina Faso Burkina Faso Livestock Resilience and Competitiveness ProjectTo improve the productivity, commercialization, and resilience of key sedentary livestock production systems for targeted beneficiaries in Project areas Ministry of Agriculture, Livestock and Fisheries Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17859 8 October 5, 2022 May 8, 2023 December 18, 2023 December 31, 2029 BANK APPROVED I 0 150000000 0Ministry of Economy, Finance and Prospective, Burkina Faso Substantial November 14, 2024",Ministry of Agriculture,,,,,,,,,,,['livestock'],"['livestock', 'resilience']",[],"['livestock', 'resilience']"
P177005,Western and Central Africa,,,"P177005 Western and Central Africa Burkina Faso Burkina Faso Entrepreneurship,","P177005 Western and Central Africa Burkina Faso Burkina Faso Entrepreneurship, Skills and Technology Project To increase MSMEs' access to finance, technology, and a better trained workforce.Ministry of Industry, Commerce and Handicrafts,Ministery of secondary education and vocational training TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17700 5 October 27, 2021 May 8, 2023 November 27, 2023 June 30, 2029 BANK APPROVED I 0 160000000 0Burkina Faso Substantial February 6, 2024",Ministry of Industry,,,,,,,,,,,[],[],[],[]
P176982,Latin America and Caribbean,Federative Republic,,P176982 Latin America and Caribbean Federative Republic of Brazil Brazil:,"P176982 Latin America and Caribbean Federative Republic of Brazil Brazil: Espirito Santo Water Security Management Project(i) to strengthen the Borrower’s capacity to manage water security risks in a changing climate; (ii) to reduce those risks in selected areas of the Borrower’s territory; and (iii) in case of an Eligible Crisis or Emergency, respond promptly and effectively to it.DER-ES - Buildings and Roads Department of Espírito Santo, CEPDEC - State Coordination for Protection and Civil Defense,AGERH - State Water Resources Agency,SEAMA - State Secretariat for the Environment and Water Resources Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17698 2 November 4, 2021 May 9, 2023 November 7, 2024 June 30, 2029 BANK APPROVED I 86100000 0 0State of Espirito Santo Substantial February 8, 2024",Department of Espírito Santo,,,,,,,,,,,[],[],[],[]
P178544,,Pacific Republic,,P178544 East Asia and Pacific Republic of the Marshall IslandsPacific,"P178544 East Asia and Pacific Republic of the Marshall IslandsPacific Islands Regional Oceanscape Program - Second Phase for Economic ResilienceThe Development Objective of the Series of Projects is to strengthen the shared management of selected Pacific Island oceanic and coastal fisheries, and the critical habitats upon which they depend. For the Republic of the Marshall Islands second phase’s project (“RMI PROPER”), the proposed Project Development Objective (PDO) is to strengthen regional collaboration and national capacity forthe management and the sustainable development of the oceanic and coastal fisheries sector in Republic of the Marshall Islands. Marshall Islands Marine Resources Authority TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17854 4 June 24, 2022 May 10, 2023 June 21, 2023 September 30, 2029 BANK APPROVED I 0 18000000 0Republic of the Marshall Islands Moderate April 2, 2024",,,,,,,,,,,,[],[],[],[]
P177671,South Asia,Asia Republic,,P177671 South Asia Republic of India Animal Health System Support,"P177671 South Asia Republic of India Animal Health System Support for One Health Program (AHSSOH)The Program Development Objective is to increase the quality and coverage of animal health services for livestock farmers and improve One Health coordination in Participating States.Ministry of Fisheries, Animal Husbandry & Dairying, Department of Animal Husbandry & Dairyinghttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17767 1 December 20, 2021 May 10, 2023 November 30, 2027 BANK APPROVED I 82000000 0 0India June 28, 2024",Ministry of Fisheries,,,,,,,,,,,"['animal', 'health']","['animal', 'health', 'livestock']",[],"['animal', 'health', 'livestock']"
